TransactionId,CustomerId,Amount,TransactionStartTime,ProductCategory,ChannelId,CountryCode,FraudResult,Value
1064,107,181.77,2024-03-09 02:00:00,Electronics,Web,3,0,181.77
1065,146,167.87,2024-02-07 12:00:00,Electronics,Android,2,0,167.87
1066,134,195.77,2024-02-11 18:00:00,Groceries,Web,3,0,195.77
1067,177,203.67,2024-02-09 17:00:00,Clothing,Web,2,0,203.67
1068,180,138.76,2024-02-04 23:00:00,Electronics,IOS,1,0,138.76
1069,135,231.27,2024-03-28 16:00:00,Electronics,IOS,2,0,231.27
1070,149,136.65,2024-02-09 09:00:00,Groceries,Android,1,0,136.65
1071,103,166.84,2024-03-06 11:00:00,Groceries,IOS,3,0,166.84
1072,101,130.62,2024-01-23 05:00:00,Clothing,Pay Later,2,0,130.62
1073,105,116.33,2024-03-06 20:00:00,Clothing,Web,1,0,116.33
1074,153,202.21,2024-02-04 16:00:00,Groceries,IOS,2,0,202.21
1075,103,306.09,2024-01-29 06:00:00,Groceries,Android,1,1,306.09
1076,153,131.91,2024-02-22 04:00:00,Clothing,Android,1,0,131.91
1077,192,210.77,2024-01-23 00:00:00,Electronics,Android,3,0,210.77
1078,162,133.7,2024-01-08 11:00:00,Groceries,Pay Later,3,0,133.7
1079,117,149.48,2024-02-17 09:00:00,Electronics,IOS,2,0,149.48
1080,189,237.88,2024-03-19 20:00:00,Electronics,IOS,1,0,237.88
1081,143,96.32,2024-01-24 14:00:00,Groceries,Pay Later,3,0,96.32
1082,133,83.09,2024-02-22 06:00:00,Clothing,IOS,2,0,83.09
1083,173,145.64,2024-03-07 01:00:00,Groceries,IOS,3,0,145.64
1084,161,183.18,2024-01-06 20:00:00,Clothing,IOS,2,0,183.18
1085,199,173.18,2024-03-13 09:00:00,Books,Pay Later,3,0,173.18
1086,113,168.03,2024-02-05 02:00:00,Electronics,Pay Later,3,0,168.03
1087,194,151.71,2024-03-28 21:00:00,Groceries,Android,1,0,151.71
1088,147,189.33,2024-03-18 09:00:00,Electronics,Pay Later,1,0,189.33
1089,114,4.32,2024-02-14 11:00:00,Electronics,Pay Later,3,0,4.32
1090,171,112.46,2024-02-02 21:00:00,Electronics,Android,1,0,112.46
1091,177,145.32,2024-03-23 18:00:00,Groceries,Pay Later,3,0,145.32
1092,186,185.23,2024-03-10 12:00:00,Electronics,IOS,2,1,185.23
1093,161,224.49,2024-03-23 12:00:00,Clothing,Web,3,0,224.49
1094,139,105.75,2024-01-26 21:00:00,Electronics,Android,3,0,105.75
1095,184,222.85,2024-01-21 03:00:00,Electronics,Web,2,0,222.85
1096,179,127.37,2024-01-02 14:00:00,Clothing,Web,2,0,127.37
1097,181,143.5,2024-01-30 06:00:00,Books,Android,1,0,143.5
1098,152,179.07,2024-01-20 17:00:00,Electronics,Web,2,0,179.07
1099,123,139.84,2024-01-23 12:00:00,Clothing,Web,1,0,139.84
1100,125,205.51,2024-03-21 03:00:00,Books,Android,3,0,205.51
1101,188,129.77,2024-01-14 19:00:00,Clothing,Android,2,0,129.77
1102,159,130.52,2024-01-13 02:00:00,Clothing,IOS,3,0,130.52
1103,140,202.6,2024-03-30 17:00:00,Electronics,Android,1,0,202.6
1104,128,111.84,2024-03-18 14:00:00,Clothing,Pay Later,2,0,111.84
1105,114,162.45,2024-01-03 00:00:00,Electronics,Web,1,0,162.45
1106,144,66.98,2024-03-30 23:00:00,Clothing,Android,1,0,66.98
1107,164,240.98,2024-02-04 13:00:00,Groceries,IOS,2,0,240.98
1108,188,210.33,2024-03-07 12:00:00,Clothing,Android,2,0,210.33
1109,170,287.51,2024-02-16 17:00:00,Electronics,Web,1,0,287.51
1110,108,216.92,2024-03-18 20:00:00,Books,Android,2,0,216.92
1111,187,93.52,2024-01-26 02:00:00,Clothing,Web,1,0,93.52
1112,100,183.43,2024-02-20 07:00:00,Books,Android,3,0,183.43
1113,107,104.1,2024-03-08 03:00:00,Clothing,IOS,3,0,104.1
1114,187,228.9,2024-02-20 10:00:00,Electronics,Pay Later,2,1,228.9
1115,162,94.94,2024-01-01 07:00:00,Clothing,IOS,2,1,94.94
1116,110,92.54,2024-02-02 06:00:00,Clothing,Android,3,0,92.54
1117,180,69.51,2024-02-21 23:00:00,Electronics,Web,1,1,69.51
1118,107,125.58,2024-01-11 13:00:00,Clothing,IOS,1,0,125.58
1119,134,115.53,2024-03-26 15:00:00,Clothing,Pay Later,1,1,115.53
1120,134,86.92,2024-02-15 11:00:00,Clothing,Pay Later,2,0,86.92
1121,132,249.49,2024-01-10 23:00:00,Electronics,Web,1,0,249.49
1122,104,176.49,2024-03-01 13:00:00,Clothing,Android,2,0,176.49
1123,140,170.61,2024-01-18 21:00:00,Electronics,IOS,2,0,170.61
1124,127,229.46,2024-01-09 16:00:00,Clothing,IOS,2,0,229.46
1125,106,162.81,2024-02-27 12:00:00,Electronics,Web,3,0,162.81
1126,172,112.57,2024-02-19 04:00:00,Electronics,IOS,1,1,112.57
1127,171,64.99,2024-01-06 20:00:00,Electronics,Web,2,0,64.99
1128,111,109.75,2024-02-20 03:00:00,Electronics,Web,1,0,109.75
1129,133,225.27,2024-03-11 03:00:00,Clothing,Android,3,0,225.27
1130,132,87.23,2024-01-25 10:00:00,Books,Web,1,0,87.23
1131,147,167.66,2024-02-13 13:00:00,Clothing,IOS,3,1,167.66
1132,122,201.7,2024-01-29 09:00:00,Clothing,Web,2,1,201.7
1133,161,164.27,2024-02-19 15:00:00,Books,IOS,2,0,164.27
1134,187,169.95,2024-01-05 07:00:00,Books,Web,3,0,169.95
1135,136,182.78,2024-03-09 23:00:00,Groceries,Android,2,0,182.78
1136,198,168.96,2024-02-26 05:00:00,Electronics,Android,1,0,168.96
1137,143,230.45,2024-01-16 03:00:00,Clothing,Web,1,0,230.45
1138,185,97.99,2024-01-12 10:00:00,Groceries,Web,3,0,97.99
1139,190,162.02,2024-01-03 11:00:00,Groceries,Web,1,0,162.02
1140,134,59.09,2024-03-04 04:00:00,Clothing,Android,2,0,59.09
1141,164,46.31,2024-01-06 18:00:00,Electronics,Pay Later,2,0,46.31
1142,198,145.92,2024-01-18 15:00:00,Books,Web,2,0,145.92
1143,146,177.17,2024-03-27 10:00:00,Clothing,Pay Later,1,0,177.17
1144,177,231.53,2024-03-13 02:00:00,Electronics,Web,2,0,231.53
1145,102,270.99,2024-03-12 05:00:00,Electronics,IOS,1,0,270.99
1146,100,215.99,2024-03-08 11:00:00,Clothing,Android,3,0,215.99
1147,104,186.36,2024-02-13 20:00:00,Electronics,Pay Later,2,0,186.36
1148,189,158.0,2024-03-20 09:00:00,Electronics,Pay Later,3,0,158.0
1149,113,73.44,2024-03-04 21:00:00,Books,Android,1,0,73.44
1150,126,142.7,2024-03-18 12:00:00,Electronics,Pay Later,1,0,142.7
1151,108,214.52,2024-03-11 11:00:00,Clothing,Web,3,0,214.52
1152,178,194.91,2024-02-06 17:00:00,Groceries,Pay Later,2,0,194.91
1153,114,85.68,2024-01-04 01:00:00,Clothing,Web,2,0,85.68
1154,189,180.7,2024-02-13 02:00:00,Electronics,Pay Later,2,0,180.7
1155,141,176.42,2024-03-08 05:00:00,Clothing,IOS,3,0,176.42
1156,176,167.49,2024-03-16 18:00:00,Electronics,Pay Later,1,0,167.49
1157,150,148.61,2024-03-14 00:00:00,Electronics,Pay Later,3,0,148.61
1158,162,183.28,2024-01-17 15:00:00,Clothing,Web,1,0,183.28
1159,195,184.87,2024-01-09 20:00:00,Books,Android,2,0,184.87
1160,151,117.93,2024-03-13 22:00:00,Groceries,IOS,2,0,117.93
1161,195,172.75,2024-01-09 11:00:00,Electronics,Android,1,0,172.75
1162,103,140.53,2024-02-10 14:00:00,Clothing,Web,2,0,140.53
1163,193,75.64,2024-03-06 10:00:00,Electronics,IOS,3,0,75.64
1164,122,121.92,2024-01-11 07:00:00,Clothing,Pay Later,1,0,121.92
1165,114,71.82,2024-02-24 05:00:00,Electronics,Android,2,0,71.82
1166,142,199.0,2024-02-22 19:00:00,Groceries,Android,2,0,199.0
1167,128,167.79,2024-02-08 02:00:00,Electronics,Android,2,0,167.79
1168,135,132.23,2024-03-12 17:00:00,Electronics,Pay Later,2,0,132.23
1169,112,221.03,2024-02-03 20:00:00,Clothing,Web,1,0,221.03
1170,131,153.4,2024-01-19 06:00:00,Electronics,Pay Later,1,0,153.4
1171,170,78.44,2024-01-31 17:00:00,Groceries,Pay Later,2,0,78.44
1172,158,128.03,2024-02-09 13:00:00,Books,Web,3,0,128.03
1173,185,231.64,2024-03-21 04:00:00,Electronics,Web,3,0,231.64
1174,127,116.53,2024-02-13 08:00:00,Electronics,Pay Later,3,0,116.53
1175,165,163.76,2024-02-27 19:00:00,Books,Web,3,0,163.76
1176,141,187.19,2024-02-19 19:00:00,Groceries,Android,1,0,187.19
1177,144,179.5,2024-02-05 20:00:00,Books,IOS,1,0,179.5
1178,161,272.47,2024-01-27 07:00:00,Electronics,Web,3,0,272.47
1179,156,91.18,2024-02-01 00:00:00,Electronics,IOS,1,0,91.18
1180,105,96.18,2024-01-17 08:00:00,Electronics,Android,3,0,96.18
1181,127,92.01,2024-03-24 12:00:00,Electronics,Web,2,0,92.01
1182,127,135.2,2024-03-06 12:00:00,Groceries,Pay Later,2,0,135.2
1183,143,204.97,2024-01-09 19:00:00,Electronics,Pay Later,3,0,204.97
1184,183,98.41,2024-02-07 00:00:00,Clothing,Android,1,0,98.41
1185,129,205.67,2024-01-05 02:00:00,Electronics,Web,3,0,205.67
1186,161,151.76,2024-02-05 00:00:00,Groceries,Pay Later,1,0,151.76
1187,174,94.55,2024-03-18 08:00:00,Electronics,Web,2,0,94.55
1188,191,62.43,2024-01-24 03:00:00,Electronics,IOS,1,0,62.43
1189,188,73.62,2024-03-18 03:00:00,Clothing,Pay Later,3,0,73.62
1190,161,116.71,2024-01-25 09:00:00,Electronics,Android,2,0,116.71
1191,196,141.54,2024-01-07 09:00:00,Clothing,Pay Later,2,0,141.54
1192,100,217.3,2024-01-13 03:00:00,Clothing,Android,1,0,217.3
1193,126,189.95,2024-02-12 03:00:00,Groceries,Android,2,0,189.95
1194,161,108.05,2024-01-14 17:00:00,Clothing,IOS,2,0,108.05
1195,176,170.43,2024-03-12 09:00:00,Clothing,IOS,1,0,170.43
1196,102,232.58,2024-02-06 22:00:00,Books,Android,2,0,232.58
1197,169,243.7,2024-03-11 11:00:00,Books,Pay Later,3,0,243.7
1198,171,134.28,2024-01-25 02:00:00,Clothing,Android,1,0,134.28
1199,126,197.91,2024-03-30 03:00:00,Clothing,Web,1,0,197.91
1200,108,219.5,2024-03-19 09:00:00,Clothing,Web,1,0,219.5
1201,161,74.65,2024-03-25 21:00:00,Electronics,Pay Later,1,0,74.65
1202,136,124.38,2024-01-16 14:00:00,Books,Pay Later,3,0,124.38
1203,196,261.0,2024-01-19 19:00:00,Groceries,IOS,1,0,261.0
1204,150,134.95,2024-02-20 17:00:00,Electronics,Web,3,0,134.95
1205,143,3.55,2024-02-27 11:00:00,Electronics,Android,1,0,3.55
1206,123,143.95,2024-01-16 00:00:00,Electronics,Android,1,0,143.95
1207,178,206.23,2024-01-02 23:00:00,Electronics,Web,2,0,206.23
1208,158,150.33,2024-03-19 06:00:00,Electronics,Web,2,0,150.33
1209,131,185.77,2024-01-28 00:00:00,Clothing,IOS,3,0,185.77
1210,195,196.91,2024-01-05 09:00:00,Electronics,Web,2,0,196.91
1211,187,132.25,2024-01-22 20:00:00,Clothing,IOS,1,0,132.25
1212,151,124.03,2024-01-13 00:00:00,Electronics,Pay Later,3,0,124.03
1213,161,157.67,2024-01-16 22:00:00,Electronics,Pay Later,2,0,157.67
1214,157,158.89,2024-03-26 15:00:00,Clothing,Web,1,0,158.89
1215,151,152.7,2024-02-20 14:00:00,Groceries,Web,2,0,152.7
1216,111,154.76,2024-02-27 13:00:00,Clothing,Web,2,0,154.76
1217,138,112.57,2024-02-21 09:00:00,Clothing,Web,2,0,112.57
1218,101,187.51,2024-03-03 11:00:00,Clothing,Android,2,0,187.51
1219,102,179.96,2024-02-29 00:00:00,Electronics,Android,1,0,179.96
1220,155,83.2,2024-03-21 08:00:00,Electronics,Pay Later,2,0,83.2
1221,180,130.54,2024-02-24 18:00:00,Electronics,Android,3,0,130.54
1222,158,154.65,2024-02-26 17:00:00,Clothing,Web,3,0,154.65
1223,101,123.28,2024-03-11 08:00:00,Clothing,IOS,2,0,123.28
1224,101,181.87,2024-03-26 20:00:00,Clothing,Pay Later,3,0,181.87
1225,191,146.66,2024-01-12 06:00:00,Electronics,Web,2,0,146.66
1226,153,158.45,2024-02-15 14:00:00,Groceries,Android,1,0,158.45
1227,186,129.96,2024-03-19 05:00:00,Electronics,IOS,1,0,129.96
1228,195,50.34,2024-01-21 13:00:00,Electronics,IOS,3,0,50.34
1229,196,47.48,2024-01-02 07:00:00,Electronics,Android,3,0,47.48
1230,100,179.48,2024-03-10 04:00:00,Clothing,Web,2,0,179.48
1231,118,163.35,2024-02-02 08:00:00,Electronics,IOS,2,0,163.35
1232,101,171.93,2024-01-06 19:00:00,Clothing,IOS,2,0,171.93
1233,152,156.72,2024-03-30 06:00:00,Groceries,Android,1,1,156.72
1234,143,160.73,2024-02-06 13:00:00,Electronics,IOS,2,0,160.73
1235,189,198.45,2024-02-06 07:00:00,Clothing,IOS,1,0,198.45
1236,131,172.23,2024-03-17 12:00:00,Electronics,IOS,3,1,172.23
1237,169,202.05,2024-02-09 10:00:00,Electronics,Pay Later,1,0,202.05
1238,131,158.57,2024-02-27 17:00:00,Electronics,Web,3,0,158.57
1239,167,134.98,2024-02-26 18:00:00,Books,Web,1,0,134.98
1240,154,159.71,2024-02-07 21:00:00,Clothing,Android,1,0,159.71
1241,174,108.19,2024-03-06 12:00:00,Groceries,Web,2,1,108.19
1242,155,131.01,2024-03-27 10:00:00,Electronics,IOS,3,1,131.01
1243,116,158.88,2024-02-02 23:00:00,Groceries,Web,1,0,158.88
1244,137,158.22,2024-03-06 16:00:00,Groceries,Pay Later,1,0,158.22
1245,123,144.68,2024-02-03 05:00:00,Groceries,IOS,3,0,144.68
1246,168,80.59,2024-03-26 04:00:00,Books,IOS,1,0,80.59
1247,197,181.82,2024-02-17 07:00:00,Electronics,Pay Later,3,0,181.82
1248,169,191.71,2024-02-20 15:00:00,Clothing,Pay Later,3,0,191.71
1249,185,232.18,2024-01-13 19:00:00,Clothing,Web,3,0,232.18
1250,110,172.09,2024-02-08 15:00:00,Clothing,Web,1,0,172.09
1251,115,150.07,2024-03-27 15:00:00,Groceries,Web,1,1,150.07
1252,196,99.35,2024-03-01 11:00:00,Electronics,Pay Later,2,0,99.35
1253,172,224.6,2024-03-18 23:00:00,Electronics,Web,3,0,224.6
1254,158,162.39,2024-01-18 17:00:00,Electronics,Android,1,0,162.39
1255,169,159.67,2024-03-20 19:00:00,Groceries,Web,1,0,159.67
1256,179,137.3,2024-01-16 12:00:00,Books,Pay Later,3,0,137.3
1257,192,134.1,2024-02-27 08:00:00,Clothing,Pay Later,3,0,134.1
1258,102,184.41,2024-01-26 08:00:00,Clothing,Android,3,0,184.41
1259,119,98.93,2024-03-17 03:00:00,Clothing,IOS,2,0,98.93
1260,158,231.27,2024-01-09 14:00:00,Clothing,Android,2,0,231.27
1261,135,220.38,2024-03-18 18:00:00,Electronics,Pay Later,2,0,220.38
1262,118,132.3,2024-03-16 20:00:00,Clothing,IOS,3,0,132.3
1263,189,106.81,2024-02-26 05:00:00,Clothing,Android,1,0,106.81
1264,166,49.24,2024-03-07 21:00:00,Clothing,Android,3,0,49.24
1265,118,87.43,2024-01-16 19:00:00,Electronics,IOS,1,1,87.43
1266,119,186.5,2024-02-25 22:00:00,Groceries,Android,2,0,186.5
1267,195,165.77,2024-01-17 15:00:00,Groceries,IOS,2,0,165.77
1268,170,174.68,2024-02-07 07:00:00,Clothing,Web,2,0,174.68
1269,151,57.72,2024-03-23 01:00:00,Groceries,IOS,1,1,57.72
1270,132,130.21,2024-03-18 21:00:00,Clothing,Android,1,0,130.21
1271,139,218.36,2024-01-17 14:00:00,Clothing,Web,3,0,218.36
1272,138,145.2,2024-02-17 12:00:00,Electronics,Pay Later,3,0,145.2
1273,181,86.39,2024-03-25 16:00:00,Groceries,Pay Later,3,0,86.39
1274,100,144.42,2024-02-09 00:00:00,Clothing,Pay Later,2,0,144.42
1275,110,111.45,2024-02-26 02:00:00,Clothing,Android,3,0,111.45
1276,191,166.68,2024-01-16 01:00:00,Clothing,Web,2,0,166.68
1277,156,151.03,2024-01-01 08:00:00,Groceries,IOS,1,0,151.03
1278,188,177.16,2024-02-17 03:00:00,Groceries,Pay Later,2,0,177.16
1279,149,89.1,2024-02-02 00:00:00,Clothing,Pay Later,2,0,89.1
1280,122,127.56,2024-03-22 22:00:00,Groceries,Web,2,0,127.56
1281,130,204.52,2024-02-29 22:00:00,Clothing,Web,1,0,204.52
1282,193,82.29,2024-03-19 12:00:00,Books,Web,1,0,82.29
1283,141,99.84,2024-03-20 06:00:00,Groceries,Android,3,0,99.84
1284,198,159.96,2024-02-14 13:00:00,Electronics,Web,3,0,159.96
1285,106,164.34,2024-03-21 11:00:00,Groceries,IOS,3,0,164.34
1286,115,125.56,2024-02-01 23:00:00,Clothing,IOS,1,0,125.56
1287,189,136.08,2024-01-24 19:00:00,Books,Pay Later,1,0,136.08
1288,159,176.66,2024-01-13 23:00:00,Groceries,IOS,1,0,176.66
1289,101,192.48,2024-01-20 14:00:00,Electronics,Web,1,0,192.48
1290,100,96.54,2024-02-25 20:00:00,Electronics,IOS,1,0,96.54
1291,147,168.22,2024-03-08 21:00:00,Clothing,Pay Later,2,0,168.22
1292,111,225.6,2024-02-03 17:00:00,Groceries,Android,3,0,225.6
1293,168,144.21,2024-01-02 14:00:00,Groceries,IOS,2,0,144.21
1294,136,96.01,2024-01-26 18:00:00,Electronics,Pay Later,3,0,96.01
1295,131,93.7,2024-02-16 19:00:00,Clothing,Pay Later,2,0,93.7
1296,108,141.96,2024-03-24 10:00:00,Clothing,Web,1,0,141.96
1297,198,201.79,2024-03-14 22:00:00,Electronics,Pay Later,3,0,201.79
1298,118,147.96,2024-02-06 08:00:00,Electronics,IOS,2,0,147.96
1299,147,159.46,2024-02-21 18:00:00,Electronics,Pay Later,3,0,159.46
1300,179,100.18,2024-03-22 16:00:00,Electronics,Pay Later,1,0,100.18
1301,102,199.16,2024-01-27 05:00:00,Electronics,Web,1,0,199.16
1302,119,92.72,2024-03-14 01:00:00,Electronics,Web,3,0,92.72
1303,123,124.78,2024-01-24 05:00:00,Groceries,IOS,3,0,124.78
1304,153,181.5,2024-01-28 20:00:00,Electronics,Pay Later,1,0,181.5
1305,132,48.03,2024-03-06 13:00:00,Electronics,Android,1,0,48.03
1306,123,158.7,2024-03-09 17:00:00,Electronics,Pay Later,1,0,158.7
1307,174,98.05,2024-03-15 09:00:00,Clothing,Android,2,0,98.05
1308,171,150.83,2024-02-12 01:00:00,Clothing,IOS,3,0,150.83
1309,135,132.4,2024-01-15 06:00:00,Electronics,Web,1,0,132.4
1310,137,255.29,2024-02-06 06:00:00,Clothing,IOS,3,0,255.29
1311,183,130.34,2024-01-20 01:00:00,Groceries,Web,2,0,130.34
1312,198,242.13,2024-02-04 01:00:00,Electronics,Web,2,0,242.13
1313,188,179.35,2024-03-26 22:00:00,Clothing,Pay Later,1,0,179.35
1314,198,109.93,2024-01-19 03:00:00,Clothing,Pay Later,3,0,109.93
1315,124,166.54,2024-01-24 19:00:00,Electronics,Web,2,0,166.54
1316,192,134.78,2024-02-08 21:00:00,Groceries,Android,3,0,134.78
1317,117,162.11,2024-02-08 16:00:00,Groceries,Android,3,0,162.11
1318,181,114.31,2024-01-19 21:00:00,Clothing,Pay Later,1,1,114.31
1319,165,234.51,2024-02-17 02:00:00,Electronics,IOS,2,0,234.51
1320,153,196.27,2024-02-01 14:00:00,Books,Android,2,0,196.27
1321,134,151.59,2024-02-16 13:00:00,Clothing,Web,2,0,151.59
1322,179,236.46,2024-02-04 16:00:00,Electronics,Pay Later,3,0,236.46
1323,160,153.71,2024-02-11 14:00:00,Clothing,Pay Later,2,0,153.71
1324,140,204.88,2024-01-29 05:00:00,Clothing,Web,2,0,204.88
1325,199,151.92,2024-01-17 16:00:00,Groceries,IOS,3,0,151.92
1326,132,169.69,2024-01-14 23:00:00,Electronics,Web,2,0,169.69
1327,167,145.93,2024-02-26 17:00:00,Electronics,IOS,2,0,145.93
1328,132,154.77,2024-02-26 04:00:00,Clothing,Pay Later,3,0,154.77
1329,113,158.53,2024-03-01 07:00:00,Books,IOS,2,0,158.53
1330,120,116.51,2024-02-08 22:00:00,Electronics,Web,1,0,116.51
1331,147,129.95,2024-02-05 17:00:00,Groceries,Pay Later,3,0,129.95
1332,119,139.16,2024-02-06 15:00:00,Clothing,Android,2,0,139.16
1333,107,161.49,2024-01-14 18:00:00,Groceries,Pay Later,1,0,161.49
1334,106,148.47,2024-01-31 13:00:00,Clothing,Web,3,0,148.47
1335,166,208.65,2024-03-13 05:00:00,Electronics,Web,2,0,208.65
1336,116,192.36,2024-03-21 18:00:00,Clothing,Pay Later,3,0,192.36
1337,132,140.18,2024-02-13 03:00:00,Books,Pay Later,1,0,140.18
1338,147,219.09,2024-02-17 10:00:00,Electronics,Pay Later,3,0,219.09
1339,175,243.65,2024-01-22 03:00:00,Clothing,IOS,2,0,243.65
1340,158,47.81,2024-03-21 07:00:00,Electronics,Android,1,0,47.81
1341,185,196.61,2024-02-15 01:00:00,Electronics,IOS,3,0,196.61
1342,121,115.35,2024-01-11 10:00:00,Groceries,Web,2,0,115.35
1343,129,190.04,2024-02-25 05:00:00,Electronics,Pay Later,2,0,190.04
1344,137,211.91,2024-01-21 13:00:00,Groceries,IOS,1,0,211.91
1345,150,106.15,2024-01-10 07:00:00,Clothing,IOS,1,0,106.15
1346,153,57.38,2024-01-08 07:00:00,Books,Web,3,0,57.38
1347,107,191.77,2024-02-03 15:00:00,Electronics,IOS,2,0,191.77
1348,126,156.77,2024-01-13 22:00:00,Electronics,Web,1,0,156.77
1349,126,66.58,2024-03-16 21:00:00,Electronics,IOS,2,0,66.58
1350,197,276.48,2024-01-27 01:00:00,Groceries,Android,3,0,276.48
1351,120,181.22,2024-01-26 18:00:00,Clothing,Web,1,0,181.22
1352,129,183.51,2024-03-09 00:00:00,Electronics,Android,3,0,183.51
1353,196,218.29,2024-03-24 12:00:00,Groceries,IOS,3,0,218.29
1354,127,120.96,2024-01-08 05:00:00,Groceries,Android,1,0,120.96
1355,163,156.52,2024-03-01 16:00:00,Groceries,Android,3,0,156.52
1356,196,84.03,2024-03-05 02:00:00,Electronics,Android,2,0,84.03
1357,168,119.6,2024-02-15 07:00:00,Electronics,IOS,1,0,119.6
