TransactionId,CustomerId,Amount,TransactionStartTime,ProductCategory,FraudResult,Value
TXN_24,CUST_33,41.36961015726865,2024-01-02 00:00:00,Food,0,41.36961015726865
TXN_25,CUST_76,-154.77004633002758,2024-01-02 01:00:00,Clothing,0,154.77004633002758
TXN_26,CUST_58,-85.79907442816972,2024-01-02 02:00:00,Food,0,85.79907442816972
TXN_27,CUST_22,232.41386481266852,2024-01-02 03:00:00,Electronics,0,232.41386481266852
TXN_28,CUST_89,381.66248233271267,2024-01-02 04:00:00,Clothing,0,381.66248233271267
TXN_29,CUST_49,-378.5046089122346,2024-01-02 05:00:00,Electronics,0,378.5046089122346
TXN_30,CUST_91,134.63925648738052,2024-01-02 06:00:00,Clothing,0,134.63925648738052
TXN_31,CUST_59,82.1438075777985,2024-01-02 07:00:00,Electronics,0,82.1438075777985
TXN_32,CUST_42,-381.5849608240681,2024-01-02 08:00:00,Clothing,0,381.5849608240681
TXN_33,CUST_92,-288.1056695598909,2024-01-02 09:00:00,Clothing,0,288.1056695598909
TXN_34,CUST_60,-188.99750526731975,2024-01-02 10:00:00,Food,0,188.99750526731975
TXN_35,CUST_80,-333.06892918249855,2024-01-02 11:00:00,Electronics,0,333.06892918249855
TXN_36,CUST_15,-256.2705174756582,2024-01-02 12:00:00,Food,1,256.2705174756582
TXN_37,CUST_62,-232.39920113829248,2024-01-02 13:00:00,Food,0,232.39920113829248
TXN_38,CUST_62,-164.32616696094038,2024-01-02 14:00:00,Electronics,0,164.32616696094038
TXN_39,CUST_47,249.39045280115897,2024-01-02 15:00:00,Clothing,0,249.39045280115897
TXN_40,CUST_62,71.91220385060069,2024-01-02 16:00:00,Food,0,71.91220385060069
TXN_41,CUST_51,486.2466719514015,2024-01-02 17:00:00,Electronics,0,486.2466719514015
TXN_42,CUST_55,-85.26417303252896,2024-01-02 18:00:00,Clothing,0,85.26417303252896
TXN_43,CUST_64,253.86507383692503,2024-01-02 19:00:00,Food,0,253.86507383692503
TXN_44,CUST_3,371.4684213765338,2024-01-02 20:00:00,Food,0,371.4684213765338
TXN_45,CUST_51,178.97849303804196,2024-01-02 21:00:00,Food,0,178.97849303804196
TXN_46,CUST_7,-88.13525958250403,2024-01-02 22:00:00,Clothing,0,88.13525958250403
TXN_47,CUST_21,253.59463074575297,2024-01-02 23:00:00,Food,0,253.59463074575297
TXN_48,CUST_73,-296.3328622273151,2024-01-03 00:00:00,Clothing,0,296.3328622273151
TXN_49,CUST_39,-172.44783481986758,2024-01-03 01:00:00,Food,0,172.44783481986758
TXN_50,CUST_18,46.685255099288725,2024-01-03 02:00:00,Electronics,0,46.685255099288725
TXN_51,CUST_4,75.40938728614833,2024-01-03 03:00:00,Food,0,75.40938728614833
TXN_52,CUST_89,-477.85852452737055,2024-01-03 04:00:00,Electronics,0,477.85852452737055
TXN_53,CUST_60,445.11418875600873,2024-01-03 05:00:00,Electronics,0,445.11418875600873
TXN_54,CUST_14,196.62727121739,2024-01-03 06:00:00,Electronics,0,196.62727121739
TXN_55,CUST_9,-4.296249768108964,2024-01-03 07:00:00,Clothing,0,4.296249768108964
TXN_56,CUST_90,433.12723440830837,2024-01-03 08:00:00,Electronics,0,433.12723440830837
TXN_57,CUST_53,-60.904434749171514,2024-01-03 09:00:00,Food,0,60.904434749171514
TXN_58,CUST_2,480.4355702703717,2024-01-03 10:00:00,Clothing,0,480.4355702703717
TXN_59,CUST_84,12.284757243485046,2024-01-03 11:00:00,Electronics,0,12.284757243485046
TXN_60,CUST_92,-385.71423000202054,2024-01-03 12:00:00,Clothing,0,385.71423000202054
TXN_61,CUST_60,264.8009724592772,2024-01-03 13:00:00,Clothing,0,264.8009724592772
TXN_62,CUST_71,178.8977250778405,2024-01-03 14:00:00,Clothing,0,178.8977250778405
TXN_63,CUST_44,272.9867213055868,2024-01-03 15:00:00,Food,1,272.9867213055868
TXN_64,CUST_8,451.4420287256811,2024-01-03 16:00:00,Electronics,0,451.4420287256811
TXN_65,CUST_47,276.4893026510181,2024-01-03 17:00:00,Clothing,0,276.4893026510181
TXN_66,CUST_35,111.33660221664684,2024-01-03 18:00:00,Clothing,0,111.33660221664684
TXN_67,CUST_78,357.3089023608409,2024-01-03 19:00:00,Clothing,0,357.3089023608409
TXN_68,CUST_81,173.2464393545315,2024-01-03 20:00:00,Electronics,0,173.2464393545315
TXN_69,CUST_36,-91.88094317407689,2024-01-03 21:00:00,Clothing,0,91.88094317407689
TXN_70,CUST_50,385.6197642417733,2024-01-03 22:00:00,Clothing,0,385.6197642417733
TXN_71,CUST_4,-278.09953921562715,2024-01-03 23:00:00,Food,0,278.09953921562715
TXN_72,CUST_2,214.6412749087242,2024-01-04 00:00:00,Electronics,0,214.6412749087242
TXN_73,CUST_6,381.56345494075697,2024-01-04 01:00:00,Food,0,381.56345494075697
TXN_74,CUST_54,231.3165197032963,2024-01-04 02:00:00,Electronics,0,231.3165197032963
TXN_75,CUST_4,197.27541905385692,2024-01-04 03:00:00,Electronics,0,197.27541905385692
TXN_76,CUST_54,252.63829407183607,2024-01-04 04:00:00,Electronics,0,252.63829407183607
TXN_77,CUST_93,-34.944751699355606,2024-01-04 05:00:00,Food,0,34.944751699355606
TXN_78,CUST_63,374.170682157026,2024-01-04 06:00:00,Food,0,374.170682157026
TXN_79,CUST_18,-296.5635248639088,2024-01-04 07:00:00,Food,1,296.5635248639088
TXN_80,CUST_90,-372.6135839996607,2024-01-04 08:00:00,Food,1,372.6135839996607
TXN_81,CUST_44,-214.49121988148846,2024-01-04 09:00:00,Clothing,0,214.49121988148846
TXN_82,CUST_34,31.57739677499319,2024-01-04 10:00:00,Clothing,0,31.57739677499319
TXN_83,CUST_74,10.561795409338117,2024-01-04 11:00:00,Clothing,0,10.561795409338117
TXN_84,CUST_62,320.5987576765866,2024-01-04 12:00:00,Electronics,1,320.5987576765866
TXN_85,CUST_100,-95.43134359598258,2024-01-04 13:00:00,Clothing,0,95.43134359598258
TXN_86,CUST_14,-15.655573708491374,2024-01-04 14:00:00,Electronics,0,15.655573708491374
TXN_87,CUST_95,-486.6323167406044,2024-01-04 15:00:00,Food,0,486.6323167406044
TXN_88,CUST_48,-90.2607635570609,2024-01-04 16:00:00,Electronics,0,90.2607635570609
TXN_89,CUST_15,147.77423295034214,2024-01-04 17:00:00,Electronics,0,147.77423295034214
TXN_90,CUST_72,-484.49166937340783,2024-01-04 18:00:00,Clothing,0,484.49166937340783
TXN_91,CUST_78,-219.11803481375625,2024-01-04 19:00:00,Food,0,219.11803481375625
TXN_92,CUST_87,-292.0436407106101,2024-01-04 20:00:00,Food,0,292.0436407106101
TXN_93,CUST_62,-458.0145710904118,2024-01-04 21:00:00,Clothing,0,458.0145710904118
TXN_94,CUST_40,-20.739910085462498,2024-01-04 22:00:00,Food,0,20.739910085462498
TXN_95,CUST_85,-318.27670677184346,2024-01-04 23:00:00,Food,0,318.27670677184346
TXN_96,CUST_80,243.0815396313801,2024-01-05 00:00:00,Food,0,243.0815396313801
TXN_97,CUST_82,347.9278837633485,2024-01-05 01:00:00,Clothing,0,347.9278837633485
TXN_98,CUST_53,45.5851826691478,2024-01-05 02:00:00,Food,0,45.5851826691478
TXN_99,CUST_24,481.7073425211415,2024-01-05 03:00:00,Electronics,0,481.7073425211415
TXN_100,CUST_26,-49.52142852940466,2024-01-05 04:00:00,Electronics,0,49.52142852940466
TXN_101,CUST_89,13.368210224915515,2024-01-05 05:00:00,Food,0,13.368210224915515
TXN_102,CUST_60,489.2177539577501,2024-01-05 06:00:00,Clothing,0,489.2177539577501
TXN_103,CUST_41,-268.45156403495116,2024-01-05 07:00:00,Clothing,0,268.45156403495116
TXN_104,CUST_29,442.5459396769053,2024-01-05 08:00:00,Clothing,0,442.5459396769053
TXN_105,CUST_15,-457.16244488088677,2024-01-05 09:00:00,Food,0,457.16244488088677
TXN_106,CUST_45,-53.6131097368052,2024-01-05 10:00:00,Food,0,53.6131097368052
TXN_107,CUST_65,-429.9964878669342,2024-01-05 11:00:00,Electronics,0,429.9964878669342
TXN_108,CUST_89,229.234742913643,2024-01-05 12:00:00,Clothing,0,229.234742913643
TXN_109,CUST_71,108.4089358800178,2024-01-05 13:00:00,Electronics,0,108.4089358800178
TXN_110,CUST_9,206.63426346759638,2024-01-05 14:00:00,Electronics,0,206.63426346759638
TXN_111,CUST_88,-125.51960003198303,2024-01-05 15:00:00,Clothing,0,125.51960003198303
TXN_112,CUST_1,-130.51806596861968,2024-01-05 16:00:00,Food,0,130.51806596861968
TXN_113,CUST_8,-454.6807210391054,2024-01-05 17:00:00,Food,0,454.6807210391054
TXN_114,CUST_88,-150.05506047036022,2024-01-05 18:00:00,Electronics,0,150.05506047036022
TXN_115,CUST_63,429.28840226205944,2024-01-05 19:00:00,Electronics,0,429.28840226205944
TXN_116,CUST_11,-120.77346281955101,2024-01-05 20:00:00,Electronics,0,120.77346281955101
TXN_117,CUST_81,331.36770622197,2024-01-05 21:00:00,Electronics,0,331.36770622197
TXN_118,CUST_8,342.3255047499341,2024-01-05 22:00:00,Clothing,0,342.3255047499341
TXN_119,CUST_35,-126.75884362076619,2024-01-05 23:00:00,Electronics,0,126.75884362076619
TXN_120,CUST_35,131.988680396189,2024-01-06 00:00:00,Electronics,0,131.988680396189
TXN_121,CUST_33,-404.6283977269414,2024-01-06 01:00:00,Food,0,404.6283977269414
TXN_122,CUST_5,-396.32141926572353,2024-01-06 02:00:00,Food,0,396.32141926572353
TXN_123,CUST_41,-451.3423363382867,2024-01-06 03:00:00,Food,0,451.3423363382867
TXN_124,CUST_28,81.01509337510947,2024-01-06 04:00:00,Clothing,0,81.01509337510947
TXN_125,CUST_7,-73.92902237390297,2024-01-06 05:00:00,Clothing,0,73.92902237390297
TXN_126,CUST_73,48.03235666424007,2024-01-06 06:00:00,Food,0,48.03235666424007
TXN_127,CUST_72,21.073190508387825,2024-01-06 07:00:00,Food,0,21.073190508387825
TXN_128,CUST_12,-149.79700890926972,2024-01-06 08:00:00,Electronics,0,149.79700890926972
TXN_129,CUST_34,177.47341482347292,2024-01-06 09:00:00,Electronics,0,177.47341482347292
TXN_130,CUST_33,258.50188091639075,2024-01-06 10:00:00,Clothing,1,258.50188091639075
TXN_131,CUST_48,-485.3717411223243,2024-01-06 11:00:00,Clothing,0,485.3717411223243
TXN_132,CUST_23,-292.7577002311217,2024-01-06 12:00:00,Electronics,0,292.7577002311217
TXN_133,CUST_62,213.23586808333687,2024-01-06 13:00:00,Food,0,213.23586808333687
TXN_134,CUST_88,-113.37982736616578,2024-01-06 14:00:00,Electronics,0,113.37982736616578
TXN_135,CUST_37,162.48394694160822,2024-01-06 15:00:00,Clothing,0,162.48394694160822
TXN_136,CUST_99,-153.03734026544157,2024-01-06 16:00:00,Clothing,0,153.03734026544157
TXN_137,CUST_44,-109.2448476703629,2024-01-06 17:00:00,Electronics,0,109.2448476703629
TXN_138,CUST_86,-341.3211263103151,2024-01-06 18:00:00,Electronics,0,341.3211263103151
TXN_139,CUST_91,-241.76898033383998,2024-01-06 19:00:00,Electronics,0,241.76898033383998
TXN_140,CUST_35,105.41175750758725,2024-01-06 20:00:00,Clothing,0,105.41175750758725
TXN_141,CUST_65,-66.83688868483364,2024-01-06 21:00:00,Food,0,66.83688868483364
TXN_142,CUST_99,274.3026829445952,2024-01-06 22:00:00,Electronics,0,274.3026829445952
TXN_143,CUST_47,352.5849549383428,2024-01-06 23:00:00,Clothing,0,352.5849549383428
TXN_144,CUST_78,41.6464182167598,2024-01-07 00:00:00,Clothing,0,41.6464182167598
TXN_145,CUST_3,258.2672920560591,2024-01-07 01:00:00,Clothing,0,258.2672920560591
TXN_146,CUST_1,-193.09548680542997,2024-01-07 02:00:00,Electronics,0,193.09548680542997
TXN_147,CUST_5,-85.02878459992178,2024-01-07 03:00:00,Electronics,0,85.02878459992178
TXN_148,CUST_90,212.77767621683097,2024-01-07 04:00:00,Food,0,212.77767621683097
TXN_149,CUST_14,-113.78800718296935,2024-01-07 05:00:00,Clothing,0,113.78800718296935
TXN_150,CUST_27,88.50493515898881,2024-01-07 06:00:00,Electronics,0,88.50493515898881
TXN_151,CUST_9,-314.6272209174885,2024-01-07 07:00:00,Clothing,0,314.6272209174885
TXN_152,CUST_79,99.771314970498,2024-01-07 08:00:00,Clothing,0,99.771314970498
TXN_153,CUST_15,361.51370722689353,2024-01-07 09:00:00,Food,0,361.51370722689353
TXN_154,CUST_90,368.63963982342557,2024-01-07 10:00:00,Electronics,0,368.63963982342557
TXN_155,CUST_42,224.34440632953965,2024-01-07 11:00:00,Electronics,0,224.34440632953965
TXN_156,CUST_77,245.75337907612607,2024-01-07 12:00:00,Clothing,0,245.75337907612607
TXN_157,CUST_51,57.92744515070069,2024-01-07 13:00:00,Clothing,0,57.92744515070069
TXN_158,CUST_63,84.66809016582476,2024-01-07 14:00:00,Food,0,84.66809016582476
TXN_159,CUST_96,-366.349418589482,2024-01-07 15:00:00,Food,0,366.349418589482
TXN_160,CUST_52,-56.1408115786989,2024-01-07 16:00:00,Food,0,56.1408115786989
TXN_161,CUST_96,-49.22371611363616,2024-01-07 17:00:00,Food,0,49.22371611363616
TXN_162,CUST_4,458.4978356677401,2024-01-07 18:00:00,Food,0,458.4978356677401
TXN_163,CUST_94,-68.91313737671055,2024-01-07 19:00:00,Food,0,68.91313737671055
TXN_164,CUST_23,49.342644902757684,2024-01-07 20:00:00,Clothing,0,49.342644902757684
TXN_165,CUST_15,33.25139927910243,2024-01-07 21:00:00,Food,0,33.25139927910243
TXN_166,CUST_43,136.76171704432716,2024-01-07 22:00:00,Clothing,1,136.76171704432716
TXN_167,CUST_29,248.2328313318959,2024-01-07 23:00:00,Clothing,0,248.2328313318959
TXN_168,CUST_36,-274.9581238291279,2024-01-08 00:00:00,Electronics,0,274.9581238291279
TXN_169,CUST_13,28.72441909843576,2024-01-08 01:00:00,Clothing,0,28.72441909843576
TXN_170,CUST_32,325.9177073160304,2024-01-08 02:00:00,Clothing,0,325.9177073160304
TXN_171,CUST_71,-36.88528616248851,2024-01-08 03:00:00,Food,0,36.88528616248851
TXN_172,CUST_59,-221.542453626427,2024-01-08 04:00:00,Clothing,0,221.542453626427
TXN_173,CUST_86,154.70907535629908,2024-01-08 05:00:00,Food,0,154.70907535629908
TXN_174,CUST_28,323.76739579912294,2024-01-08 06:00:00,Food,0,323.76739579912294
TXN_175,CUST_66,-436.85970707260867,2024-01-08 07:00:00,Food,0,436.85970707260867
TXN_176,CUST_42,276.79048340722716,2024-01-08 08:00:00,Electronics,0,276.79048340722716
TXN_177,CUST_45,321.6479329617712,2024-01-08 09:00:00,Food,0,321.6479329617712
TXN_178,CUST_62,-38.47707241139318,2024-01-08 10:00:00,Clothing,0,38.47707241139318
TXN_179,CUST_57,483.30565681846736,2024-01-08 11:00:00,Food,0,483.30565681846736
TXN_180,CUST_6,286.70834070730916,2024-01-08 12:00:00,Food,0,286.70834070730916
TXN_181,CUST_28,273.6625648956658,2024-01-08 13:00:00,Food,0,273.6625648956658
TXN_182,CUST_28,247.8385744120718,2024-01-08 14:00:00,Electronics,0,247.8385744120718
TXN_183,CUST_44,-349.391896781726,2024-01-08 15:00:00,Clothing,0,349.391896781726
TXN_184,CUST_84,-282.76911354698916,2024-01-08 16:00:00,Electronics,0,282.76911354698916
TXN_185,CUST_30,-36.00986853557498,2024-01-08 17:00:00,Clothing,0,36.00986853557498
TXN_186,CUST_62,-235.99565004053414,2024-01-08 18:00:00,Electronics,0,235.99565004053414
TXN_187,CUST_75,-84.75902766595954,2024-01-08 19:00:00,Clothing,0,84.75902766595954
TXN_188,CUST_92,388.46410992292067,2024-01-08 20:00:00,Electronics,0,388.46410992292067
TXN_189,CUST_89,324.32689187926917,2024-01-08 21:00:00,Food,0,324.32689187926917
TXN_190,CUST_62,130.03987847998224,2024-01-08 22:00:00,Electronics,0,130.03987847998224
TXN_191,CUST_97,358.12039425110356,2024-01-08 23:00:00,Electronics,0,358.12039425110356
TXN_192,CUST_1,283.7723890172492,2024-01-09 00:00:00,Food,0,283.7723890172492
TXN_193,CUST_27,-71.01506815910955,2024-01-09 01:00:00,Food,0,71.01506815910955
TXN_194,CUST_62,-298.93484795005486,2024-01-09 02:00:00,Clothing,0,298.93484795005486
TXN_195,CUST_77,14.20104000933918,2024-01-09 03:00:00,Clothing,0,14.20104000933918
TXN_196,CUST_3,236.22888252855012,2024-01-09 04:00:00,Clothing,0,236.22888252855012
TXN_197,CUST_70,-63.58040127040698,2024-01-09 05:00:00,Electronics,1,63.58040127040698
TXN_198,CUST_72,166.77190978389717,2024-01-09 06:00:00,Clothing,0,166.77190978389717
TXN_199,CUST_27,-405.6725737089564,2024-01-09 07:00:00,Electronics,0,405.6725737089564
TXN_200,CUST_9,248.0047363714034,2024-01-09 08:00:00,Electronics,0,248.0047363714034
TXN_201,CUST_62,312.71361989306206,2024-01-09 09:00:00,Clothing,0,312.71361989306206
TXN_202,CUST_37,206.8378557805412,2024-01-09 10:00:00,Clothing,0,206.8378557805412
TXN_203,CUST_97,467.26358752636554,2024-01-09 11:00:00,Electronics,0,467.26358752636554
TXN_204,CUST_51,326.65205746064044,2024-01-09 12:00:00,Food,0,326.65205746064044
TXN_205,CUST_44,403.0937278765383,2024-01-09 13:00:00,Food,0,403.0937278765383
TXN_206,CUST_24,433.571083457648,2024-01-09 14:00:00,Electronics,0,433.571083457648
TXN_207,CUST_79,301.3479918738086,2024-01-09 15:00:00,Clothing,0,301.3479918738086
TXN_208,CUST_59,174.2588420064991,2024-01-09 16:00:00,Electronics,0,174.2588420064991
TXN_209,CUST_32,-494.2814186392107,2024-01-09 17:00:00,Electronics,0,494.2814186392107
TXN_210,CUST_96,-34.17424677687529,2024-01-09 18:00:00,Clothing,0,34.17424677687529
TXN_211,CUST_88,71.16229862236105,2024-01-09 19:00:00,Food,0,71.16229862236105
TXN_212,CUST_52,-195.9697275520004,2024-01-09 20:00:00,Electronics,0,195.9697275520004
TXN_213,CUST_62,-181.89555309652792,2024-01-09 21:00:00,Food,0,181.89555309652792
TXN_214,CUST_58,461.15941571016515,2024-01-09 22:00:00,Food,0,461.15941571016515
TXN_215,CUST_52,391.71086520274594,2024-01-09 23:00:00,Clothing,1,391.71086520274594
TXN_216,CUST_12,349.1790055017042,2024-01-10 00:00:00,Electronics,0,349.1790055017042
TXN_217,CUST_39,-93.98819829388935,2024-01-10 01:00:00,Electronics,0,93.98819829388935
TXN_218,CUST_2,-486.30144959108543,2024-01-10 02:00:00,Food,0,486.30144959108543
TXN_219,CUST_3,-419.77775354428593,2024-01-10 03:00:00,Food,0,419.77775354428593
TXN_220,CUST_56,-187.80363178239634,2024-01-10 04:00:00,Clothing,0,187.80363178239634
TXN_221,CUST_81,-484.257087004323,2024-01-10 05:00:00,Food,0,484.257087004323
TXN_222,CUST_59,-482.8502180848019,2024-01-10 06:00:00,Clothing,0,482.8502180848019
TXN_223,CUST_2,416.603301642411,2024-01-10 07:00:00,Electronics,0,416.603301642411
TXN_224,CUST_2,206.1585021190541,2024-01-10 08:00:00,Clothing,0,206.1585021190541
TXN_225,CUST_92,-191.0440099318473,2024-01-10 09:00:00,Food,0,191.0440099318473
TXN_226,CUST_54,-367.3554223990468,2024-01-10 10:00:00,Electronics,1,367.3554223990468
TXN_227,CUST_87,11.635717895077107,2024-01-10 11:00:00,Clothing,1,11.635717895077107
TXN_228,CUST_96,-494.6538391456355,2024-01-10 12:00:00,Electronics,0,494.6538391456355
TXN_229,CUST_97,438.413743858144,2024-01-10 13:00:00,Clothing,0,438.413743858144
TXN_230,CUST_1,-85.18488061105279,2024-01-10 14:00:00,Food,0,85.18488061105279
TXN_231,CUST_19,-97.66504476266726,2024-01-10 15:00:00,Food,0,97.66504476266726
TXN_232,CUST_2,-109.40639241821782,2024-01-10 16:00:00,Electronics,0,109.40639241821782
TXN_233,CUST_53,-430.67166961223523,2024-01-10 17:00:00,Electronics,1,430.67166961223523
TXN_234,CUST_44,138.32223979182652,2024-01-10 18:00:00,Electronics,0,138.32223979182652
TXN_235,CUST_90,233.00361962835336,2024-01-10 19:00:00,Clothing,0,233.00361962835336
TXN_236,CUST_32,176.1253975882903,2024-01-10 20:00:00,Food,0,176.1253975882903
TXN_237,CUST_70,-361.5645066706057,2024-01-10 21:00:00,Electronics,0,361.5645066706057
TXN_238,CUST_32,78.84016803559257,2024-01-10 22:00:00,Electronics,0,78.84016803559257
TXN_239,CUST_68,69.48448417225381,2024-01-10 23:00:00,Electronics,0,69.48448417225381
TXN_240,CUST_55,368.41078794138207,2024-01-11 00:00:00,Clothing,0,368.41078794138207
TXN_241,CUST_75,-120.872341624353,2024-01-11 01:00:00,Electronics,0,120.872341624353
TXN_242,CUST_56,-128.5140563405658,2024-01-11 02:00:00,Electronics,0,128.5140563405658
TXN_243,CUST_17,118.52705871818557,2024-01-11 03:00:00,Clothing,0,118.52705871818557
TXN_244,CUST_38,133.07265349951308,2024-01-11 04:00:00,Clothing,0,133.07265349951308
TXN_245,CUST_24,-30.714772674209655,2024-01-11 05:00:00,Electronics,0,30.714772674209655
TXN_246,CUST_69,-56.940637669578905,2024-01-11 06:00:00,Electronics,0,56.940637669578905
TXN_247,CUST_98,-5.8523293621173025,2024-01-11 07:00:00,Clothing,0,5.8523293621173025
TXN_248,CUST_70,361.04529950331187,2024-01-11 08:00:00,Food,0,361.04529950331187
TXN_249,CUST_86,-38.83309874609,2024-01-11 09:00:00,Clothing,0,38.83309874609
TXN_250,CUST_11,439.9317919698225,2024-01-11 10:00:00,Food,0,439.9317919698225
TXN_251,CUST_16,4.003763596326053,2024-01-11 11:00:00,Electronics,0,4.003763596326053
TXN_252,CUST_97,449.20069318089145,2024-01-11 12:00:00,Electronics,0,449.20069318089145
TXN_253,CUST_73,332.83190186907575,2024-01-11 13:00:00,Food,0,332.83190186907575
TXN_254,CUST_59,-137.56867738417088,2024-01-11 14:00:00,Clothing,0,137.56867738417088
TXN_255,CUST_70,363.64142129661604,2024-01-11 15:00:00,Electronics,0,363.64142129661604
TXN_256,CUST_80,-389.9367157988848,2024-01-11 16:00:00,Food,0,389.9367157988848
TXN_257,CUST_93,425.0471753430145,2024-01-11 17:00:00,Clothing,0,425.0471753430145
TXN_258,CUST_3,131.64351508289167,2024-01-11 18:00:00,Food,0,131.64351508289167
TXN_259,CUST_20,-445.6092514776888,2024-01-11 19:00:00,Clothing,0,445.6092514776888
TXN_260,CUST_59,144.25672365081152,2024-01-11 20:00:00,Clothing,0,144.25672365081152
TXN_261,CUST_36,474.2476541447561,2024-01-11 21:00:00,Clothing,0,474.2476541447561
TXN_262,CUST_19,-430.1993453853711,2024-01-11 22:00:00,Clothing,0,430.1993453853711
TXN_263,CUST_90,54.687709780086266,2024-01-11 23:00:00,Food,0,54.687709780086266
TXN_264,CUST_67,247.79434975937238,2024-01-12 00:00:00,Food,0,247.79434975937238
TXN_265,CUST_19,310.2585866995313,2024-01-12 01:00:00,Food,0,310.2585866995313
TXN_266,CUST_20,-86.17253467920415,2024-01-12 02:00:00,Food,0,86.17253467920415
TXN_267,CUST_96,-295.833440831757,2024-01-12 03:00:00,Food,1,295.833440831757
TXN_268,CUST_71,-457.65772122761615,2024-01-12 04:00:00,Clothing,0,457.65772122761615
TXN_269,CUST_52,79.7261570972247,2024-01-12 05:00:00,Electronics,0,79.7261570972247
TXN_270,CUST_33,-47.088929732389204,2024-01-12 06:00:00,Electronics,0,47.088929732389204
TXN_271,CUST_40,448.74439514971095,2024-01-12 07:00:00,Food,0,448.74439514971095
TXN_272,CUST_39,-439.3950922850902,2024-01-12 08:00:00,Food,1,439.3950922850902
TXN_273,CUST_82,185.39534344600577,2024-01-12 09:00:00,Electronics,0,185.39534344600577
TXN_274,CUST_1,-475.0337778799428,2024-01-12 10:00:00,Clothing,0,475.0337778799428
TXN_275,CUST_11,-328.5658232894573,2024-01-12 11:00:00,Food,0,328.5658232894573
TXN_276,CUST_92,-46.4210000771659,2024-01-12 12:00:00,Clothing,0,46.4210000771659
TXN_277,CUST_57,-45.12755719713181,2024-01-12 13:00:00,Electronics,0,45.12755719713181
TXN_278,CUST_89,185.70054293364387,2024-01-12 14:00:00,Electronics,0,185.70054293364387
TXN_279,CUST_50,410.2130348677566,2024-01-12 15:00:00,Food,0,410.2130348677566
TXN_280,CUST_23,139.03215891492084,2024-01-12 16:00:00,Clothing,0,139.03215891492084
TXN_281,CUST_31,453.5350978515088,2024-01-12 17:00:00,Food,0,453.5350978515088
TXN_282,CUST_94,381.61563987799764,2024-01-12 18:00:00,Electronics,0,381.61563987799764
TXN_283,CUST_42,84.49979553079027,2024-01-12 19:00:00,Clothing,0,84.49979553079027
TXN_284,CUST_99,333.7919509188273,2024-01-12 20:00:00,Food,0,333.7919509188273
TXN_285,CUST_7,142.57761032363408,2024-01-12 21:00:00,Food,0,142.57761032363408
TXN_286,CUST_16,-421.4421690762729,2024-01-12 22:00:00,Food,0,421.4421690762729
TXN_287,CUST_90,240.56472325950995,2024-01-12 23:00:00,Electronics,0,240.56472325950995
TXN_288,CUST_60,-405.09155873265377,2024-01-13 00:00:00,Food,0,405.09155873265377
TXN_289,CUST_2,94.08278056971244,2024-01-13 01:00:00,Clothing,0,94.08278056971244
TXN_290,CUST_1,202.6402058582288,2024-01-13 02:00:00,Food,0,202.6402058582288
