CustomerId,TransactionCount,TotalAmount,AvgAmount,StdAmount,MinAmount,MaxAmount,TotalValue,AvgValue,FraudCount,Recency,Frequency,Monetary,FraudRatio
CUST_8,63,-1338.1929199866504,-21.241157460105562,273.0218405265194,-486.3659760941785,486.7291015008488,13980.158067313201,221.90727090973334,3,3,63,1338.1929199866504,0.047619047619047616
CUST_80,36,-2120.8039103446868,-58.911219731796855,275.2980783343974,-468.2775081839689,418.5216027705179,9020.931929578754,250.5814424882987,5,0,36,2120.8039103446868,0.1388888888888889
CUST_81,43,-2824.1699421151056,-65.67837074686292,278.8854480399485,-494.8603724144397,494.59418722194016,9997.750789639036,232.5058323171869,6,3,43,2824.1699421151056,0.13953488372093023
CUST_82,56,-495.0409254695252,-8.840016526241522,273.1949050962476,-485.61876401584703,498.2224506090506,13277.50883017534,237.0983719674168,6,3,56,495.0409254695252,0.10714285714285714
CUST_83,35,656.9904770069353,18.77115648591244,264.4346928426979,-443.7533056848275,412.8924447365754,8004.103169591437,228.68866198832677,1,1,35,656.9904770069353,0.02857142857142857
CUST_84,52,150.10596659643102,2.8866532037775197,317.12779317914817,-496.2975931675832,499.74127225809264,14479.571891830125,278.4533056121178,2,1,52,150.10596659643102,0.038461538461538464
CUST_85,46,-3879.2735489731626,-84.33203367332962,321.24225805328547,-493.1853020998719,497.9774555582603,13831.365845613149,300.6818662089815,4,1,46,3879.2735489731626,0.08695652173913043
CUST_86,60,1748.9903714802874,29.149839524671457,294.80278496460835,-492.6658491638197,491.88919594749166,16122.851425697934,268.7141904282989,4,2,60,1748.9903714802874,0.06666666666666667
CUST_87,55,376.7913670094059,6.8507521274437435,312.61402516946805,-485.4658647340093,460.71475166981736,14924.685946794156,271.3579263053483,7,11,55,376.7913670094059,0.12727272727272726
CUST_88,49,1044.071003043131,21.307571490676143,288.5891920231522,-499.0705831300389,485.7682495857412,12101.329927870273,246.9659168953117,1,0,49,1044.071003043131,0.02040816326530612
CUST_89,51,-3704.7593332794986,-72.64233986822546,293.4134600888189,-499.2522916294689,381.6624823327127,13314.108607799657,261.0609530941109,3,3,51,3704.7593332794986,0.058823529411764705
CUST_9,47,4884.222146614795,103.91962014074032,279.24953332769,-449.1465763641789,494.0816546455756,12054.190720179135,256.47214298253476,3,3,47,4884.222146614795,0.06382978723404255
CUST_90,57,1021.2614870612829,17.916868194057596,288.3290523802094,-457.53009074346687,488.53998704570665,14649.74624032858,257.01309193558916,5,10,57,1021.2614870612829,0.08771929824561403
CUST_91,37,-649.478121173637,-17.55346273442262,301.49232554515805,-492.9570853758581,462.8916341780376,9590.640311594727,259.2064949079656,2,3,37,649.478121173637,0.05405405405405406
CUST_92,62,2231.5360046684455,35.99251620432977,295.6844725380634,-493.7425289735298,483.9063638971636,15276.248554182665,246.3911057126236,5,1,62,2231.5360046684455,0.08064516129032258
CUST_93,55,-1223.4455549744434,-22.24446463589897,302.31687413570444,-489.44887754981016,477.4962582088932,14604.81371379542,265.5420675235531,1,5,55,1223.4455549744434,0.01818181818181818
CUST_94,45,3954.9978654071356,87.8888414534919,253.25840712912745,-439.9918074109882,497.5825929459724,9846.200178216786,218.80444840481746,2,4,45,3954.9978654071356,0.044444444444444446
CUST_95,38,2105.739245671566,55.41419067556753,296.1008571901203,-486.6323167406044,478.91955611989977,9552.191982930795,251.37347323502092,1,13,38,2105.739245671566,0.02631578947368421
CUST_96,48,-959.2753500388004,-19.98490312580834,289.34050028421007,-494.6538391456355,469.4414691322568,11810.939076327782,246.0612307568288,1,0,48,959.2753500388004,0.020833333333333332
CUST_97,46,656.0738818533487,14.262475692464102,300.3082156363919,-459.7110542654579,483.73185399700606,12014.97013121162,261.1950028524265,0,0,46,656.0738818533487,0.0
CUST_98,59,533.5896979562136,9.043893185698536,267.9407650504147,-487.4221875138046,486.3281735601263,13371.731175404499,226.63951144753386,2,2,59,533.5896979562136,0.03389830508474576
CUST_99,63,-189.4938229985296,-3.0078384602941206,293.20678997610753,-497.8158571427512,497.6228222513854,15836.333199163872,251.37036824069637,0,8,63,189.4938229985296,0.0
